week,deviceCategory,medium,sessions,searchSessions,avgTimeOnPage,bounceRate,pageviewsPerSession,goal1Completions,avgPageLoadTime
27,mobile,home accents steve,338,0,31.17678667,0,6.50591716,0,0
27,mobile,like2buy,338,169,18.98892171,0,5.00591716,0,0
27,mobile,mobile,507,169,19.10308601,0,4.003944773,0,0
27,mobile,online,6090,169,132.2555848,74.99178982,1.499835796,169,0
27,mobile,online-app,5075,0,92.08284024,93.32019704,1.066600985,0,4.108739645
27,mobile,online-baycity,169,0,45.28543307,0,4.00591716,0,0
27,mobile,online-corpuschristi,169,0,0,100,1,0,0
27,mobile,online-detroit,169,0,0,100,1,0,0
27,mobile,online-evansville,338,0,0,100,1,0,0
27,mobile,online-flint,338,0,22.86189069,50,5.00591716,0,0
27,mobile,online-grandrapids,507,0,14.98425197,66.66666667,2.001972387,0,0
27,mobile,online-knoxville,1184,0,67.78132388,42.82094595,1.714527027,0,0
27,mobile,online-lifestyle,169,0,19.01775148,0,2,0,0
27,mobile,online-memphis,507,0,0,100,1,0,0
27,mobile,online-news,338,0,0,100,1,0,0
27,mobile,online-sanangelo,169,0,0,100,1,0,0
27,mobile,online-site,1184,169,376.0369276,85.72635135,1.571790541,0,0
27,mobile,online-treasurecoast,169,0,0,100,1,0,0
27,mobile,online-zone4,338,0,0,50,1,0,0
27,mobile,online300x250,338,0,10.01183432,50,1.5,0,3.526207101
27,mobile,onlinewap,169,0,0,100,1,0,0
27,mobile,organic,501710,129910,72.69500993,39.17741325,3.556983118,1184,3.172711888
27,mobile,project_sheet,338,0,0,100,1,0,0
27,mobile,referral,31632,4060,61.56241562,47.0599393,4.267355842,507,4.074704142
27,mobile,social,1184,0,0,57.17905405,1,0,0
27,mobile,store_finder,169,0,18.01775148,0,3,0,0
27,mobile,website,9134,1861,45.5032405,29.62557478,3.500109481,0,0
27,mobile,weekly,846,169,40.03550296,39.95271868,1.399527187,0,0
27,tablet,(none),48885,18945,62.32390321,27.33558351,6.124619004,1015,0
27,tablet,cpc,57681,26050,73.53342091,20.82141433,5.275706038,507,7.013440805
27,tablet,digitalcreative,338,0,0,100,1,0,0
27,tablet,email,27234,4736,98.17804197,42.23397224,3.819857531,0,0
27,tablet,ipad,169,0,0,100,1,0,0
27,tablet,online,2537,0,32.0295858,93.33858888,1.066614111,0,0
27,tablet,online-knoxville,169,0,0,100,1,0,0
27,tablet,organic,68676,32139,66.63353059,18.96586872,6.014823228,1015,3.703206878
27,tablet,referral,3721,677,35.20814264,36.36119323,3.818597151,169,0
27,tablet,social,169,0,0,100,1,0,0
27,tablet,website,1692,338,104.9711573,40.01182033,4.299054374,0,0
26,desktop,(none),136845,54129,70.66901516,27.81248858,4.542665059,1015,1.721265851
26,desktop,(not set),507,0,0,100,1,0,0
26,desktop,allpeoplequilt,507,169,37.53892923,0,12.67850099,0,0
26,desktop,buyer,169,0,0,100,1,0,0
26,desktop,buyer_crafts,169,169,0,0,1,0,0
26,desktop,cpc,123651,54806,56.45105312,12.99625559,4.744207487,2030,3.574915883
26,desktop,digitalcreative,169,0,0,0,1,0,0
26,desktop,email,63264,16577,61.27172323,26.2028958,5.609588392,507,4.519112426
26,desktop,floral,169,169,0,0,1,0,0
26,desktop,online,4229,169,74.47575877,75.99905415,1.559943249,0,0
26,desktop,online-corpuschristi,169,0,0,0,1,0,0
26,desktop,online-hp,169,0,31.0295858,0,2,0,0
26,desktop,online-lifestyles,338,0,0,50,1,0,0
26,desktop,online-news,169,0,0,100,1,0,0
26,desktop,online-newsatf,338,0,59.87610619,0,2.00295858,0,0
26,desktop,online-zone4,169,0,0,100,1,0,0
26,desktop,organic,299741,136507,61.28284819,16.30908017,5.385436093,2706,1.590688675
26,desktop,referral,21483,6259,66.78975504,33.85933063,3.936926872,0,2.213252772
26,desktop,social,169,0,46.98699764,0,6.00591716,0,0
26,desktop,website,3383,1015,64.36456467,9.991132131,4.250073899,0,0
26,desktop,weekly,507,0,21.95575221,66.66666667,1.668639053,0,0
26,mobile,(none),389900,107244,63.61451321,33.01513209,3.767458323,846,4.008387876
26,mobile,banners,11672,1353,95.28209792,56.51987663,2.695596299,0,0
26,mobile,buyer_seasonal_crafts,338,0,0,100,1,0,0
26,mobile,cpc,590178,84408,72.27448108,61.88014463,2.252794919,677,7.275404654
26,mobile,craft_tip,338,169,0,50,1,0,0
26,mobile,display,169,0,0,100,1,0,0
26,mobile,email,117731,20468,71.13252872,41.09198087,3.550288369,169,4.31775887
26,mobile,freeshipping4.18,169,0,98.6591133,0,7.00591716,0,0
26,mobile,header,507,0,85.06502463,0,15.01380671,0,0
26,mobile,ipad,169,0,0,100,1,0,0
26,mobile,like2buy,169,0,0,100,1,0,0
26,mobile,mobile,1015,677,48.77405583,33.30049261,4,0,0
26,mobile,online,9980,0,215.0853041,83.05611222,1.237274549,0,0
26,mobile,online-app,3383,0,108.0976331,90.00886787,1.099911321,0,0
26,mobile,online-breakingnews,169,0,0,100,1,0,0
26,mobile,online-corpuschristi,169,0,0,100,1,0,0
26,mobile,online-detroit,338,0,0,100,1,0,4.145769231
26,mobile,online-evansville,169,0,133.1183432,0,2,0,0
26,mobile,online-flint,169,0,0,100,1,0,0
26,mobile,online-grandrapids,169,0,0,100,1,0,0
26,mobile,online-knoxville,846,0,1282.16568,59.92907801,1.399527187,0,0
26,mobile,online-news,338,0,0,100,1,0,0
26,mobile,online-site,1015,0,0,100,1,0,0
26,mobile,online-treasurecoast,338,0,0,100,1,0,0
26,mobile,online-weather,169,0,26.02366864,0,3,0,0
26,mobile,online300x250,507,0,0,100,1,0,0
26,mobile,organic,508815,133462,67.93814676,38.69677584,3.424533475,1522,4.791007493
26,mobile,project_sheet,338,0,147.1360947,50,1.5,0,0
26,mobile,re-direct,169,0,0,100,1,0,0
26,mobile,referral,31463,5244,53.81135322,48.38699425,4.473063599,846,1.928598555
26,mobile,social,1353,0,17.59574468,75.01847746,1.625277162,0,0
26,mobile,website,8289,2368,70.39747165,26.529135,4.2446616,0,2.783532544
26,tablet,(none),45164,17761,74.31412658,28.83934107,4.943826942,169,2.615062587
26,tablet,allpeoplequilt,338,0,0,100,1,0,0
26,tablet,banners,338,169,45.49655172,0,7.00591716,0,0
26,tablet,cpc,51761,22159,58.41193064,17.6464906,5.147060528,0,6.623026627
26,tablet,email,40766,8627,89.01672161,30.28994751,4.165996173,0,3.946400338
26,tablet,ipad,677,0,0,74.88921713,1.249630724,0,0
26,tablet,online,3045,0,322.295858,94.4499179,1.055500821,0,3.001733728
26,tablet,online-app,169,0,0,100,1,0,0
26,tablet,online-news,169,0,0,100,1,0,0
26,tablet,online-ros,169,0,0,100,1,0,0
26,tablet,organic,74935,30955,68.10037193,22.12183893,5.56434243,677,0
26,tablet,referral,4567,1015,57.81312583,44.44931027,2.814977009,338,2.561195402
26,tablet,social,338,0,0,50,1,0,0
26,tablet,website,1692,677,121.2377347,0,6.697990544,0,0
25,desktop,(none),132786,57512,67.44105025,21.65589746,4.870054072,1522,2.64720843
25,desktop,buyer_home_accents_steve,169,169,0,0,1,0,0
25,desktop,cpc,139552,60219,60.85587996,12.84825728,5.046061683,1015,2.494757316
25,desktop,craft_tip,169,0,0,100,1,0,0
25,desktop,email,44657,9642,62.00723253,26.1369998,4.52269521,507,5.1261133
25,desktop,freeshipping6.06,169,0,21.52071006,0,3,0,0
25,desktop,like2buy,169,169,0,0,1,0,0
25,desktop,online,3891,0,75.27955083,73.91416088,1.391159085,0,0
25,desktop,online-guidlive,169,0,285.260355,0,3,0,0
25,desktop,online-news,169,0,0,100,1,0,0
25,desktop,online-saginaw,169,0,0,100,1,0,0
25,desktop,organic,324437,139552,68.61294841,16.89264788,5.424923791,2537,5.289716554
25,desktop,project_sheet,338,0,30.9380531,50,2.00295858,0,0
25,desktop,referral,18607,5075,80.1147579,26.36104692,4.218143709,0,0
25,desktop,social,338,0,0,100,1,0,0
25,desktop,website,2030,677,40.99944578,33.34975369,3.666502463,0,4.84774359
25,desktop,weekly,338,0,25.94690265,50,2.00295858,0,0
25,mobile,(none),427283,122975,59.56319842,31.11637954,4.135785884,507,3.153438331
25,mobile,banners,7104,2030,62.58462938,47.62105856,2.547719595,0,0
25,mobile,buyer_feature_project_sheet,169,169,28.52662722,0,3,0,0
25,mobile,buyer_womens_home_accents,169,0,0,100,1,0,0
25,mobile,cpc,623332,79671,76.27863714,60.84125314,2.222796198,1522,4.325181829
25,mobile,craft_tip,169,0,0,100,1,0,0
25,mobile,email,100816,19622,66.44224241,41.9457229,3.969786542,677,4.088933277
25,mobile,like2buy,169,169,0,0,1,0,0
25,mobile,"media connect partners, llc",169,0,0,100,1,0,0
25,mobile,mobile,846,338,96.26607539,39.95271868,2.59929078,0,0
25,mobile,new_website,169,169,0,0,1,0,0
25,mobile,online,6597,0,246.0505105,84.61421858,1.282097923,0,11.0310355
25,mobile,online-app,5413,0,249.8934911,93.75577314,1.093663403,0,0
25,mobile,online-detroit,169,0,0,100,1,0,0
25,mobile,online-dispatch,169,0,0,100,1,0,0
25,mobile,online-evansville,169,0,0,0,1,0,0
25,mobile,online-guidlive,169,0,0,100,1,0,0
25,mobile,online-iphone,169,0,0,100,1,0,0
25,mobile,online-iphoneapp,169,0,0,100,1,0,0
25,mobile,online-knoxville,1522,0,313.4294118,88.89618922,1.111695138,0,0
25,mobile,online-muskegon,169,0,0,100,1,0,0
25,mobile,online-news,1692,338,74.66745562,69.97635934,1.499408983,0,0
25,mobile,online-site,1184,0,220.2011834,85.72635135,1.142736486,0,0
25,mobile,online300x250,169,0,0,100,1,0,0
25,mobile,onlinewap,677,169,33.14527027,74.88921713,2.748892171,0,0
25,mobile,organic,522009,119930,67.70524048,40.926689,3.456578335,2199,4.767718357
25,mobile,project_sheet,507,0,0,100,1,0,0
25,mobile,re-direct,338,0,0,100,1,0,0
25,mobile,referral,24866,3552,50.10076062,46.93959624,4.25162873,1353,2.057337085
25,mobile,social,846,0,27.69230769,39.95271868,1.59929078,0,0
25,mobile,website,10826,4567,54.03691958,14.05874746,5.71864031,0,0
25,mobile,weekly,507,0,17.91176471,66.66666667,1.33530572,0,0
25,tablet,(none),42796,18945,65.63647764,24.50696327,4.778647537,169,6.20115798
25,tablet,cpc,49393,19960,64.73952948,17.80819144,6.349300508,169,5.56256213
25,tablet,email,25373,6428,83.19397082,32.66858472,3.813344894,338,5.64551098
25,tablet,ipad,169,0,0,100,1,0,0
25,tablet,mobile,169,0,26.02366864,0,3,0,0
25,tablet,online,1184,0,338.3076923,85.72635135,1.285472973,0,0
25,tablet,online-bay,169,0,0,100,1,0,0
25,tablet,online-homepage,169,0,0,100,1,0,0
25,tablet,online-news,169,0,0,100,1,0,0
25,tablet,online-newsatf,677,0,52.54733728,49.92614476,1.998522895,0,0
25,tablet,organic,78826,31970,68.91257764,20.38667445,5.182389059,677,3.082504755
25,tablet,project_sheet,169,0,0,100,1,0,0
25,tablet,referral,4229,507,40.91858603,40.0094585,2.919839205,169,28.27372189
25,tablet,social,338,0,91.08284024,50,1.5,0,0
25,tablet,website,677,338,25.69033531,49.92614476,1.748892171,0,0
24,desktop,(none),147671,62925,70.16888658,20.16035647,4.856823615,1692,2.882838282
24,desktop,0,169,0,78.9787234,0,6.00591716,0,0
24,desktop,66,169,0,0,100,1,0,0
24,desktop,cpc,132955,57681,59.21534544,12.21390696,4.63867474,1015,2.240654388
24,desktop,email,71890,16915,61.30531381,29.64668243,5.291793017,1522,4.888971935
24,desktop,like2buy,507,169,56.20603758,33.33333333,10.34319527,0,0
24,desktop,online,2706,169,15.83251232,81.26385809,1.375092387,0,0
24,desktop,online-knoxville,169,0,0,100,1,0,0
24,desktop,online-sanangelo,169,0,0,100,1,0,0
24,desktop,organic,327820,149025,60.32580355,15.42828381,5.639838936,4060,1.655767787
24,desktop,referral,21652,7274,54.8970807,23.43894328,4.648392758,507,1.035459204
24,desktop,website,1522,846,32.65972418,11.10381078,3.334428384,0,0
24,mobile,(none),404616,118069,62.2079295,31.9816814,3.980769421,1015,5.968505972
24,mobile,banners,6597,2030,60.62140112,38.45687434,3.564044263,0,0
24,mobile,buyer,169,0,5.00591716,0,2,0,0
24,mobile,buyer_floral,169,0,0,100,1,0,0
24,mobile,buyer_womens_home_accents,169,169,27.02366864,0,3,0,0
24,mobile,cpc,627053,80517,78.60049393,62.90807954,2.139197165,169,8.860683687
24,mobile,craft_tip,169,0,0,100,1,0,0
24,mobile,email,131433,23005,71.41491816,40.02571652,3.720709411,169,7.877790435
24,mobile,like2buy,507,338,0,0,1,0,0
24,mobile,mobile,507,169,254.8016878,33.33333333,3.337278107,0,0
24,mobile,online,8627,169,62.4198699,86.27564623,1.196012519,0,0
24,mobile,online-anderson,169,0,0,100,1,0,0
24,mobile,online-app,2199,0,116.1065089,92.31468849,1.076853115,0,0
24,mobile,online-corpuschristi,338,0,0,100,1,0,0
24,mobile,online-detroit,507,0,0.994117647,66.66666667,1.33530572,0,0
24,mobile,online-dispatchapp,169,0,29.52662722,0,3,0,0
24,mobile,online-grandrapids,169,0,0,100,1,0,0
24,mobile,online-guidlive,169,0,148.155665,0,7.00591716,0,0
24,mobile,online-iphone,507,0,120.4,66.66666667,1.33530572,0,0
24,mobile,online-knoxville,677,0,0,100,1,0,0
24,mobile,online-lifestyle,169,0,0,100,1,0,0
24,mobile,online-memphis,169,0,0,100,1,0,0
24,mobile,online-news,846,0,0,100,1,0,6.122568047
24,mobile,online-saginaw,169,0,0,100,1,0,0
24,mobile,online-site,846,0,325.295858,80.02364066,1.199763593,0,0
24,mobile,online-treasurecoast,507,0,22.32435982,66.66666667,4.003944773,0,0
24,mobile,online300x250,338,0,55.88495575,50,2.00295858,0,0
24,mobile,onlinewap,507,0,0,100,1,0,0
24,mobile,organic,509492,116716,66.77746569,40.63734072,3.302122506,2537,3.637292525
24,mobile,pin_9,169,0,19.01775148,0,2,0,0
24,mobile,project_sheet,169,0,0,100,1,0,0
24,mobile,re-direct,169,0,0,100,1,0,0
24,mobile,referral,24189,4060,67.92310141,39.86109389,3.706312787,507,8.439544192
24,mobile,social,2030,169,99.85689445,66.65024631,3.833004926,0,0
24,mobile,website,10995,4567,49.21554041,23.0741246,4.2,0,0
24,mobile,weekly,169,0,0,100,1,0,0
24,tablet,(none),40259,18945,78.86190289,20.58918503,5.231053926,338,15.3228227
24,tablet,banners,338,169,158.356974,50,3.50295858,0,0
24,tablet,buyer,169,0,0,100,1,0,0
24,tablet,cpc,52099,22159,61.96260099,16.88324152,5.100692912,0,3.18829928
24,tablet,email,38060,8289,86.02164838,34.66631634,3.80885444,0,0
24,tablet,ipad,169,0,0,100,1,0,0
24,tablet,mobile-sanangelo,169,0,0,100,1,0,0
24,tablet,online,1353,0,0,100,1,0,0
24,tablet,online-anderson,169,0,0,100,1,0,0
24,tablet,online-app,169,0,0,100,1,0,0
24,tablet,online-hp,169,169,44.04142012,0,2,0,0
24,tablet,online-news,338,0,0,100,1,0,0
24,tablet,online-newsatf,169,0,0,100,1,0,6.845224852
24,tablet,online-site,169,0,0,100,1,0,0
24,tablet,organic,72398,30279,68.13607352,22.43017763,5.815409265,507,3.794018919
24,tablet,referral,5582,677,79.46313563,30.31171623,4.727337872,169,2.829358463
24,tablet,tablet,169,0,0,100,1,0,0
24,tablet,website,1522,338,29.29196217,44.48094612,2.00065703,0,0
23,desktop,(none),127373,54806,72.51470056,22.70889435,4.729079161,1015,3.560481821
23,desktop,(not set),1015,0,60.98345154,33.30049261,1.833497537,0,0
23,desktop,0,1184,0,67.42314688,0,4.714527027,0,0
23,desktop,863,169,0,71.92322835,0,4.00591716,0,0
23,desktop,864,338,0,80.2480315,50,2.50295858,0,0
23,desktop,cpc,125343,49562,54.03069833,15.92430371,4.116057538,1184,3.999308777
23,desktop,email,70706,13701,68.40371897,30.14312788,3.956962634,507,6.731042768
23,desktop,online,3383,0,13.19621749,79.98817617,1.250073899,0,0
23,desktop,online-dispatch,169,0,0,100,1,0,0
23,desktop,online-fixed,169,0,0,100,1,0,0
23,desktop,online-knoxville,169,0,0,100,1,0,0
23,desktop,online-news,338,0,3,50,1.5,0,0
23,desktop,online-sanbernardino,169,0,0,100,1,0,0
23,desktop,organic,311412,146656,63.81031808,14.34016672,5.7251551,3045,1.830818215
23,desktop,project sheet,169,0,0,100,1,0,0
23,desktop,project_sheets,169,0,0,0,1,0,0
23,desktop,referral,18607,5582,70.49483202,31.81598323,5.14542914,338,2.957193324
23,desktop,website,1692,677,45.86516669,19.97635934,4.598699764,0,0
23,desktop,weekly,169,169,75.07100592,0,2,0,2.06037574
23,mobile,(none),395313,107582,60.32483223,32.52030669,3.843812371,846,5.061683066
23,mobile,(not set),338,0,238.2189349,50,1.5,0,0
23,mobile,0,169,0,94.08579882,0,3,0,0
23,mobile,banners,3891,1184,128.4655405,39.11590851,2.521459779,0,0
23,mobile,buyer,169,0,0,100,1,0,0
23,mobile,buyer_custom_framing,169,169,0,0,1,0,0
23,mobile,buyer_needle_art,169,0,0,100,1,0,0
23,mobile,buyer_womens_home_accents,169,0,0,100,1,0,0
23,mobile,cpc,583243,77980,70.9055575,61.16592912,2.349766735,1184,3.289868483
23,mobile,custom_framing,169,0,0,100,1,0,0
23,mobile,display,507,0,0,100,1,0,0
23,mobile,email,117731,18099,73.73097791,44.10902821,3.617815189,677,32.5678734
23,mobile,like2buy,677,338,42.53846154,24.96307238,1.499261448,0,0
23,mobile,mobile,677,0,19.51775148,49.92614476,1.499261448,0,0
23,mobile,mobile-app,169,0,0,100,1,0,0
23,mobile,online,7612,0,102.318509,80.00525486,1.511035208,0,0
23,mobile,online-app,3891,0,192.1775148,95.6309432,1.043433565,0,0
23,mobile,online-baycity,169,0,0,100,1,0,0
23,mobile,online-breakingnews,338,0,0,100,1,0,0
23,mobile,online-detroit,169,0,4.00591716,0,2,0,0
23,mobile,online-dispatch,169,0,0,100,1,0,0
23,mobile,online-dispatchapp,169,0,0,100,1,0,0
23,mobile,online-iphone,169,0,0,100,1,0,0
23,mobile,online-knoxville,1522,0,21.97637795,77.79237845,1.333771353,0,0
23,mobile,online-lifestyle,338,338,72.74852265,0,5.50591716,0,0
23,mobile,online-lifestyles,338,0,0,100,1,0,0
23,mobile,online-memphis,169,0,0,100,1,0,0
23,mobile,online-news,507,0,0,100,1,0,17.56197633
23,mobile,online-site,1015,0,308.9160757,66.69950739,1.833497537,0,0
23,mobile,online-tablet,169,169,105.0946746,0,3,0,0
23,mobile,online-treasurecoast,507,0,0,100,1,0,0
23,mobile,online-zone6,169,0,0,100,1,0,0
23,mobile,online300x250,338,0,0,100,1,0,0
23,mobile,onlinewap,846,0,1.5,80.02364066,1.399527187,0,0
23,mobile,organic,505094,121452,65.7429623,39.88604101,3.483921805,3045,9.76397745
23,mobile,project_sheet,169,0,0,100,1,0,0
23,mobile,referral,24189,3721,58.31140487,40.55975857,5.258753979,677,9.864280494
23,mobile,social,1353,169,43.8597973,50.03695492,1.875092387,0,0
23,mobile,website,17761,5075,61.8692436,34.28860988,4.714317888,0,2.779259636
23,mobile,weekly,169,0,0,100,1,0,0
23,tablet,(none),45333,20806,64.15929972,23.88105795,5.444069442,507,5.086345902
23,tablet,(not set),169,0,0,100,1,0,0
23,tablet,banners,338,0,0,100,1,0,0
23,tablet,cpc,64109,27572,69.52176309,17.41409163,5.920869145,507,7.813672652
23,tablet,craft_tip,169,0,25.02366864,0,2,0,0
23,tablet,email,36030,5582,100.5009429,50.23313905,2.854454621,338,16.30223781
23,tablet,ipad,169,0,0,100,1,0,0
23,tablet,online,2706,0,0,100,1,0,0
23,tablet,online-features,338,0,0,100,1,0,0
23,tablet,online-genessee,169,0,0,100,1,0,0
23,tablet,online-kent,169,0,0,100,1,0,0
23,tablet,online-knoxville,169,0,0,100,1,0,0
23,tablet,online-newsatf,169,0,0,100,1,0,0
23,tablet,organic,78149,31293,72.79079712,22.72709824,5.088753535,677,5.822413121
23,tablet,project_sheet,169,0,0,100,1,0,0
23,tablet,referral,3045,677,60.51971863,16.65024631,5.333004926,0,0
23,tablet,tablet,169,0,0,100,1,0,0
23,tablet,website,2706,846,48.15385781,12.49076127,3.437915743,0,1.437432792
22,desktop,(none),147671,57343,64.79297591,24.85660692,4.746862959,1692,1.643909163
22,desktop,(not set),338,0,0,100,1,0,0
22,desktop,0,507,0,103.6591133,0,3.001972387,0,0
22,desktop,buyer_crafts,169,169,15.01183432,0,2,0,0
22,desktop,cpc,127373,53114,57.31578556,12.4830223,4.69455065,846,3.082578493
22,desktop,email,65124,16577,63.48707477,26.75357779,5.085728764,1522,0
22,desktop,email_feature,169,0,0,100,1,0,0
22,desktop,headboard,169,0,8.00591716,0,3,0,0
22,desktop,header,169,0,0,100,1,0,0
22,desktop,like2buy,507,507,39.08224107,0,8.674556213,0,0
22,desktop,online,4060,0,116.1371969,83.32512315,1.416502463,0,0
22,desktop,online-inlandvalley,169,0,0,100,1,0,0
22,desktop,online-knoxville,338,0,29.63582677,50,2.50295858,0,0
22,desktop,online-lifestyle,169,0,0,100,1,0,0
22,desktop,online-zone8,169,0,0,100,1,0,0
22,desktop,organic,323253,152408,65.59905135,15.8031016,5.559394654,3045,2.805244074
22,desktop,pin_9,169,0,0,100,1,0,0
22,desktop,referral,23512,8627,67.00210615,23.74106839,3.920933991,507,3.494902463
22,desktop,website,12010,5244,51.42047787,18.30974188,5.042214821,169,1.467098401
22,desktop,weekly,169,0,0,100,1,0,0
22,mobile,(none),383134,106567,60.36653689,31.69961423,3.779685436,846,4.695262395
22,mobile,(not set),677,0,0,100,1,0,0
22,mobile,banners,4736,677,22.67813004,67.86317568,1.750211149,0,0
22,mobile,buyer_floral,169,0,0,100,1,0,0
22,mobile,cardsparty,169,169,21.21579392,0,15.01183432,0,0
22,mobile,cpc,610815,75950,78.65762397,63.69424457,2.137634145,677,5.322647567
22,mobile,dept,169,169,0,0,1,0,0
22,mobile,display,169,0,18.01775148,0,2,0,0
22,mobile,email,114348,20468,80.88053596,40.82799874,3.6671564,338,2.453906592
22,mobile,freeshipping5.24,169,0,54.13451589,0,9.00591716,0,0
22,mobile,header,169,169,54.73985022,0,16.01183432,0,0
22,mobile,mobile,338,169,22.45427729,50,2.00295858,0,0
22,mobile,mobile300x250,169,0,0,100,1,0,0
22,mobile,online,10149,0,50.15370623,88.33382599,1.216671593,0,0
22,mobile,online-anderson,507,0,0,100,1,0,0
22,mobile,online-app,3214,0,0,100,1,0,2.499272189
22,mobile,online-breakingnews,169,0,0,100,1,0,0
22,mobile,online-corpuschristi,169,0,0,100,1,0,0
22,mobile,online-detroit,338,0,0,100,1,0,0
22,mobile,online-dispatchapp,338,0,168.1538462,50,1.5,0,0
22,mobile,online-evansville,169,0,0,100,1,0,0
22,mobile,online-guidlive,507,0,0,100,1,0,0
22,mobile,online-iphone,169,0,0,100,1,0,0
22,mobile,online-iphoneapp,338,0,27.02366864,50,1.5,0,0
22,mobile,online-knoxville,677,0,1218.106509,74.88921713,1.249630724,0,0
22,mobile,online-memphis,169,0,0,100,1,0,0
22,mobile,online-news,338,0,0,100,1,0,0
22,mobile,online-ros,338,0,0,100,1,0,0
22,mobile,online-site,507,0,0,100,1,0,0
22,mobile,online-treasurecoast,169,0,0,100,1,0,0
22,mobile,onlinewap,677,0,33.0295858,74.88921713,1.249630724,0,0
22,mobile,organic,459929,95572,68.32622625,44.57535837,3.022070798,846,4.396960767
22,mobile,pin_7,169,169,9.499507389,0,7.00591716,0,0
22,mobile,pin_9,1015,0,90.08284024,83.34975369,1.166502463,0,0
22,mobile,re-direct,169,0,0,100,1,0,0
22,mobile,referral,27572,3214,48.54411372,42.94574206,3.98161178,507,1.853254408
22,mobile,social,1353,338,91.08284024,37.47228381,1.124907613,0,0
22,mobile,website,92527,38398,59.73725716,19.9271564,4.817199304,507,3.344981696
22,mobile,weekly,169,0,0,100,1,0,0
22,tablet,(none),37383,14886,74.62988986,25.79247251,5.651579595,338,4.599735961
22,tablet,(not set),677,0,39.03550296,74.88921713,1.249630724,0,0
22,tablet,banners,169,0,0,0,1,0,0
22,tablet,cpc,50239,18438,60.13208212,22.22177989,5.181791039,0,4.775343195
22,tablet,craft_tip,169,0,16.99901478,0,7.00591716,0,0
22,tablet,email,32985,6935,89.16302865,35.89813552,3.794876459,338,8.211960993
22,tablet,freeshipping5.24,338,0,60.21565731,50,3.00295858,0,0
22,tablet,mobile,338,0,0,100,1,0,0
22,tablet,online,846,169,43.04142012,80.02364066,1.199763593,0,0
22,tablet,online-dispatchapp,169,0,0,100,1,0,0
22,tablet,online-news,169,0,0,100,1,0,0
22,tablet,organic,71383,28418,67.16504393,22.0374599,4.99525097,677,12.01842794
22,tablet,pin_9,169,0,0,100,1,0,0
22,tablet,referral,2368,338,42.3510198,35.72635135,3.78589527,169,0
22,tablet,social,169,0,0,100,1,0,0
22,tablet,website,8119,5413,58.24341069,14.58307673,5.771154083,169,0
21,desktop,(none),143104,61403,70.44778313,23.1677661,4.65012159,1692,3.537131244
21,desktop,(not set),169,0,2.50295858,0,3,0,0
21,desktop,0,169,0,63.5591716,0,3,0,0
21,desktop,cpc,140059,60219,57.38046099,11.11103178,4.565233223,677,5.88307193
21,desktop,digitalcreative,169,0,216.1952663,0,2,0,0
21,desktop,email,114517,22159,93.72368147,30.28109364,4.094544915,1353,6.219696552
21,desktop,online,2537,169,67.49486277,66.69294442,3.800551833,0,4.252226164
21,desktop,online-breakingnews,169,0,0,100,1,0,0
21,desktop,online-detroit,169,0,0,100,1,0,0
21,desktop,online-inlandvalley,169,0,0,100,1,0,0
21,desktop,online-lifestyles,169,0,0,100,1,0,0
21,desktop,online-newsatf,169,0,0,100,1,0,0
21,desktop,organic,365542,173721,67.04667828,15.17800964,5.434051354,4398,3.343922334
21,desktop,referral,20806,6766,57.87217767,23.57493031,4.37397866,507,0
21,desktop,social,169,0,0,100,1,0,0
21,desktop,website,13871,6597,66.41932221,8.535794103,5.548626631,0,0
21,mobile,(none),400049,118577,66.6139372,33.3191684,3.723466375,1353,3.004189655
21,mobile,app,169,169,96.14949324,0,8.00591716,0,0
21,mobile,banners,6428,1692,103.6,50,2.710485376,0,0
21,mobile,buyer,507,338,31.73264402,0,2.33530572,0,0
21,mobile,buyer_ donna,169,0,0,100,1,0,0
21,mobile,cpc,660884,86607,72.87415758,63.80862602,2.244946163,507,4.469858595
21,mobile,email,182179,26557,97.04683854,39.46118927,3.199622349,507,3.48359803
21,mobile,mobile,846,338,99.42406312,39.95271868,1.59929078,0,0
21,mobile,new_website,169,0,0,100,1,0,0
21,mobile,online,7612,169,60.13525499,91.10614819,1.177745665,0,0
21,mobile,online-app,2876,169,58.80325444,94.08901252,1.235048679,0,5.113650888
21,mobile,online-dispatchapp,169,0,0,100,1,0,0
21,mobile,online-evansville,169,0,0,100,1,0,0
21,mobile,online-featuresliving,169,0,0,100,1,0,4.685260355
21,mobile,online-grandrapids,507,0,40.4159292,66.66666667,1.668639053,0,0
21,mobile,online-knoxville,846,0,650.2583826,59.92907801,1.59929078,0,0
21,mobile,online-lifestyle,169,169,62.32906404,0,7.00591716,0,0
21,mobile,online-lifestyles,169,0,0,0,1,0,12.36524852
21,mobile,online-memphis,169,0,0,100,1,0,0
21,mobile,online-news,169,0,0,100,1,0,0
21,mobile,online-site,2030,0,83.57544379,91.67487685,1.333004926,0,0
21,mobile,online-zone4,169,0,0,100,1,0,0
21,mobile,online300x250,507,0,0,100,1,0,0
21,mobile,onlinewap,507,169,26.86470588,66.66666667,1.33530572,0,0
21,mobile,organic,494944,103353,70.22879791,44.39512349,3.128505447,1861,3.327359884
21,mobile,pin_1,169,0,0,0,1,0,0
21,mobile,pin_7,169,169,0,0,1,0,0
21,mobile,re-direct,338,0,0,100,1,0,0
